,okpdtr,cv_avg_salary,cv_count,count_candidate,work_places,vacancy_count,vac_avg_salary,id,okpdtr_name,okz,okz_subgroup,description
150,116118.0,40000.0,1,1,4,2,48259.66666666667,3522,Газовщик коксовых печей,8121,81,"Операторы печей для плавки сырой руды, доменных пе"
151,116141.0,35000.0,1,1,8,6,50536.333333333336,3524,Газогенераторщик,3133,31,Техники по обслуживанию медицинского оборудования
152,116160.0,27500.0,2,2,6,5,60290.53333333334,3525,Газомерщик,9311,93,"Неквалифицированные рабочие, занятые на горных и г"
153,116180.0,39874.162280701756,228,193,1584,571,59438.077331546156,3526,Газорезчик,7542,75,"Рабочие транспорта и связи обслуживают, ремонтирую"
154,116207.0,32546.169590643276,171,139,2742,354,57354.80663461299,3527,Газосварщик,7212,72,Сварщики и газорезчики сваривают и режут металличе
155,116226.0,36363.63636363636,11,11,33,19,56186.71258306371,3528,Газоспасатель,5414,54,
156,116298.0,31224.137931034482,58,47,310,173,54286.31984585743,3532,Гальваник,7132,71,Паркетчики и настильщики полов выполняют работы по
157,116334.0,16747.890995260663,633,375,1325,852,48584.419980022874,3534,Гардеробщик,5414,54,
158,116480.0,45000.0,2,2,9,3,52848.8888888889,3541,Герметизаторщик,7232,72,Слесари-механики слесари-сборщики и слесари-ремонт
159,116527.0,33333.333333333336,3,3,37,12,69858.99999999999,3542,Гибщик судовой,7232,72,Слесари-механики слесари-сборщики и слесари-ремонт
160,116546.0,70000.0,1,1,22,13,59451.230769230766,3543,Гибщик труб,7221,72,
161,116635.0,37333.333333333336,15,9,48,10,63745.000000000015,3547,Гидромониторщик,3121,31,Техники и операторы по обслуживанию ЭВМ осуществля
162,116762.0,24600.0,20,14,583,152,51849.79347144631,3555,Гладильщик,8157,81,Аппаратчики операторы и машинисты установок по пер
163,116781.0,32000.0,4,3,21,12,51834.666666666664,3556,Глазировщик,7512,75,Рабочие по обслуживанию и ремонту оборудования мет
164,116847.0,30000.0,2,2,25,9,54252.97058314361,3559,Глазуровщик фарфоровых и фаянсовых изделий,7316,73,Рабочие выполняющие прецизионные работы по металлу
165,116936.0,38333.333333333336,6,6,22,7,53777.71428571428,3563,Гончар,7314,73,Рабочие выполняющие прецизионные работы по металлу
166,116955.0,20529.41893830703,1394,1022,7358,2344,52054.41445329069,3564,Горничная,9112,91,Уличные торговцы непродовольственными товарами про
167,116993.0,40000.0,3,3,28,6,64123.1111111111,3566,Горновой доменной печи,3135,31,Техники и операторы оптического и электронного обо
168,117067.0,46865.681818181816,22,17,577,51,73205.95693784152,3570,Горномонтажник подземный,8150,81,
169,117089.0,44109.79831932773,119,83,444,90,58698.45043420235,3571,Горнорабочий,3121,31,Техники и операторы по обслуживанию ЭВМ осуществля
170,117106.0,48166.666666666664,6,6,93,15,63118.53333333333,3572,Горнорабочий на геологических работах,3121,31,Техники и операторы по обслуживанию ЭВМ осуществля
171,117110.0,33652.17391304348,23,14,48,31,61679.87096774192,3573,Горнорабочий на маркшейдерских работах,3121,31,Техники и операторы по обслуживанию ЭВМ осуществля
172,117159.0,55300.625,80,49,235,21,77702.82866261707,3574,Горнорабочий очистного забоя,3121,31,Техники и операторы по обслуживанию ЭВМ осуществля
173,117178.0,42225.42028985507,138,105,1068,92,66262.93265032521,3575,Горнорабочий подземный,3121,31,Техники и операторы по обслуживанию ЭВМ осуществля
174,117214.0,49172.5,12,7,38,9,71789.77777777777,3577,Горнорабочий по ремонту горных выработок,3121,31,Техники и операторы по обслуживанию ЭВМ осуществля
175,117233.0,32500.0,2,2,5,1,54124.666666666664,3578,Горнорабочий разреза,3121,31,Техники и операторы по обслуживанию ЭВМ осуществля
176,117360.0,35000.0,1,1,5,5,52806.8,3587,Гравер,8159,81,Аппаратчики операторы и машинисты установок по пер
177,117549.0,30.0,1,1,32,18,53091.33333333334,3598,Грануляторщик,8141,81,Операторы лесопильных установок установок по произ
178,117638.0,40666.666666666664,9,8,15,15,50622.088888888895,3603,Гример-пастижер,7115,71,Горнорабочие и рабочие других профессий по добыче
179,117657.0,28571.428571428572,7,7,252,91,58204.01831501831,3604,Грохотовщик,8112,81,Операторы аппаратчики и машинисты установок по обр
180,117680.0,21334.80518134715,2895,2300,31069,8664,53029.64438875755,3606,Грузчик,9333,93,
181,117708.0,35000.0,1,1,7,4,53998.5,3607,Грунтовальщик,3133,31,Техники по обслуживанию медицинского оборудования
182,117799.0,37500.0,2,2,42,4,64049.66666666667,3612,Гуммировщик металлоизделий,8141,81,Операторы лесопильных установок установок по произ
183,117816.0,60000.0,1,1,11,5,49543.066666666666,3613,Гуртовщик,6121,61,Работники (фермеры) по производству молочной и жив
184,117835.0,21851.666666666668,3,3,1,1,60945.0,3615,Давильщик,7221,72,
185,117848.0,21500.0,2,1,1,1,59282.666666666664,3616,Дверевой,3135,31,Техники и операторы оптического и электронного обо
186,117869.0,18852.638461538463,1690,1089,24315,10951,49047.46187943234,3617,Дворник,9129,91,Неквалифицированные рабочие выполняют простые меха
187,117943.0,18750.0,4,3,49,8,49257.583333333336,3620,"Дежурный зала игральных автоматов, аттракционов и тиров",5414,54,
188,117962.0,21053.35,20,14,178,81,52396.374485596694,3621,Дежурный по переезду,8312,83,Тормозные рабочие стрелочники и сцепщики следят за
189,118005.0,23000.0,8,5,167,76,56663.19155562897,3622,Дежурный стрелочного поста,8312,83,Тормозные рабочие стрелочники и сцепщики следят за
190,118024.0,17000.0,1,1,2,2,47998.66666666667,3623,Дежурный у эскалатора,8312,83,Тормозные рабочие стрелочники и сцепщики следят за
191,118043.0,26333.333333333332,3,1,163,9,51338.2962962963,3624,Дезактиваторщик,5414,54,
192,118062.0,29351.35135135135,37,33,837,335,52051.48241092492,3625,Дезинфектор,5164,51,
193,118113.0,31928.571428571428,14,14,6,2,48371.0,3628,Декоратор витрин,3432,34,Средний юридический персонал и персонал родственны
